INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (0, 205, 1, '2024-02-13', 'recebido', 1710);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4363, 209, 2, '2024-03-24', 'recebido', 819);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4364, 200, 1, '2024-06-03', 'item enviado', 302);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4365, 456, 3, '2024-03-25', 'pago', 42);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4365, 494, 1, '2024-03-25', 'pago', 42);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4365, 453, 2, '2024-03-25', 'pago', 42);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4365, 49, 1, '2024-03-25', 'pago', 42);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4366, 308, 1, '2024-05-25', 'item enviado', 679);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4366, 292, 2, '2024-05-25', 'item enviado', 679);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4366, 1, 1, '2024-05-25', 'item enviado', 679);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4366, 261, 3, '2024-05-25', 'item enviado', 679);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4366, 458, 1, '2024-05-25', 'item enviado', 679);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4367, 188, 3, '2024-07-13', 'item enviado', 1532);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4367, 277, 1, '2024-07-13', 'item enviado', 1532);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4367, 74, 1, '2024-07-13', 'item enviado', 1532);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4367, 35, 1, '2024-07-13', 'item enviado', 1532);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4368, 201, 1, '2024-02-07', 'pagamento pendente', 1273);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4368, 77, 2, '2024-02-07', 'pagamento pendente', 1273);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4368, 278, 1, '2024-02-07', 'pagamento pendente', 1273);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4368, 107, 3, '2024-02-07', 'pagamento pendente', 1273);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4369, 263, 1, '2024-04-19', 'pagamento pendente', 1574);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4369, 155, 2, '2024-04-19', 'pagamento pendente', 1574);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4370, 245, 1, '2024-06-29', 'recebido', 1282);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4371, 440, 1, '2024-08-02', 'recebido', 621);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4371, 37, 2, '2024-08-02', 'recebido', 621);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4372, 31, 1, '2024-04-18', 'pagamento pendente', 49);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4372, 524, 2, '2024-04-18', 'pagamento pendente', 49);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4372, 335, 1, '2024-04-18', 'pagamento pendente', 49);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4373, 513, 1, '2024-02-15', 'pagamento pendente', 457);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4374, 323, 1, '2024-01-10', 'item enviado', 138);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4374, 224, 2, '2024-01-10', 'item enviado', 138);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4374, 387, 2, '2024-01-10', 'item enviado', 138);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4374, 260, 2, '2024-01-10', 'item enviado', 138);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4375, 69, 2, '2024-01-21', 'recebido', 1853);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4375, 511, 1, '2024-01-21', 'recebido', 1853);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4375, 308, 1, '2024-01-21', 'recebido', 1853);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4375, 329, 2, '2024-01-21', 'recebido', 1853);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4376, 248, 3, '2024-08-09', 'recebido', 879);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4376, 513, 2, '2024-08-09', 'recebido', 879);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4377, 401, 1, '2024-02-10', 'recebido', 178);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4378, 302, 2, '2024-05-03', 'pagamento pendente', 1126);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4378, 153, 2, '2024-05-03', 'pagamento pendente', 1126);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4378, 129, 3, '2024-05-03', 'pagamento pendente', 1126);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4378, 389, 2, '2024-05-03', 'pagamento pendente', 1126);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4378, 483, 1, '2024-05-03', 'pagamento pendente', 1126);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4379, 52, 1, '2024-02-03', 'recebido', 662);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4379, 531, 2, '2024-02-03', 'recebido', 662);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4380, 287, 2, '2024-07-22', 'item enviado', 453);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4381, 338, 3, '2024-02-04', 'pago', 282);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4382, 523, 1, '2024-02-19', 'item enviado', 846);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4382, 199, 3, '2024-02-19', 'item enviado', 846);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4382, 188, 2, '2024-02-19', 'item enviado', 846);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4383, 215, 1, '2024-01-27', 'pagamento pendente', 1833);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4384, 355, 1, '2024-06-29', 'pago', 1262);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4385, 470, 1, '2024-06-14', 'recebido', 673);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4385, 418, 1, '2024-06-14', 'recebido', 673);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4386, 285, 1, '2024-08-21', 'pago', 1072);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4386, 106, 1, '2024-08-21', 'pago', 1072);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4387, 422, 1, '2024-08-28', 'recebido', 1905);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4388, 480, 1, '2024-06-11', 'pagamento pendente', 1809);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4388, 31, 3, '2024-06-11', 'pagamento pendente', 1809);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4388, 168, 1, '2024-06-11', 'pagamento pendente', 1809);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4389, 312, 2, '2024-01-13', 'pago', 1530);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4389, 261, 1, '2024-01-13', 'pago', 1530);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4389, 302, 1, '2024-01-13', 'pago', 1530);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4389, 438, 3, '2024-01-13', 'pago', 1530);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4390, 473, 1, '2024-04-17', 'pagamento pendente', 1076);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4391, 88, 2, '2024-06-10', 'pago', 1823);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4391, 269, 1, '2024-06-10', 'pago', 1823);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4392, 387, 2, '2024-03-22', 'pago', 143);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4393, 309, 1, '2024-07-01', 'recebido', 1752);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4393, 460, 1, '2024-07-01', 'recebido', 1752);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4394, 154, 1, '2024-01-17', 'item enviado', 1633);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4394, 21, 2, '2024-01-17', 'item enviado', 1633);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4395, 11, 3, '2024-03-14', 'item enviado', 1199);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4396, 180, 1, '2024-07-15', 'pagamento pendente', 950);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4397, 203, 2, '2024-08-14', 'recebido', 1749);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4398, 212, 1, '2024-01-01', 'pagamento pendente', 1279);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4398, 497, 2, '2024-01-01', 'pagamento pendente', 1279);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4398, 159, 1, '2024-01-01', 'pagamento pendente', 1279);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4398, 489, 1, '2024-01-01', 'pagamento pendente', 1279);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4399, 283, 1, '2024-08-10', 'pago', 1618);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4399, 387, 1, '2024-08-10', 'pago', 1618);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4399, 271, 1, '2024-08-10', 'pago', 1618);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4399, 520, 2, '2024-08-10', 'pago', 1618);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4399, 475, 1, '2024-08-10', 'pago', 1618);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4400, 149, 1, '2024-06-18', 'pagamento pendente', 1958);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4400, 59, 2, '2024-06-18', 'pagamento pendente', 1958);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4400, 465, 1, '2024-06-18', 'pagamento pendente', 1958);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4400, 303, 2, '2024-06-18', 'pagamento pendente', 1958);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4400, 114, 1, '2024-06-18', 'pagamento pendente', 1958);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4401, 85, 1, '2024-06-13', 'item enviado', 73);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4402, 276, 3, '2024-06-12', 'recebido', 502);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4402, 317, 1, '2024-06-12', 'recebido', 502);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4403, 458, 1, '2024-05-12', 'item enviado', 744);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4404, 81, 1, '2024-02-07', 'pago', 106);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4404, 458, 2, '2024-02-07', 'pago', 106);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4405, 468, 2, '2024-06-24', 'item enviado', 334);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4405, 88, 1, '2024-06-24', 'item enviado', 334);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4406, 216, 2, '2024-08-06', 'item enviado', 1755);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4407, 236, 2, '2024-05-27', 'item enviado', 1219);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4407, 206, 1, '2024-05-27', 'item enviado', 1219);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4408, 109, 1, '2024-06-24', 'pagamento pendente', 1396);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4408, 372, 1, '2024-06-24', 'pagamento pendente', 1396);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4408, 260, 1, '2024-06-24', 'pagamento pendente', 1396);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4409, 360, 2, '2024-04-28', 'pagamento pendente', 1171);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4410, 211, 1, '2024-02-20', 'item enviado', 635);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4410, 9, 1, '2024-02-20', 'item enviado', 635);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4410, 110, 1, '2024-02-20', 'item enviado', 635);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4411, 2, 2, '2024-06-28', 'recebido', 189);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4412, 323, 1, '2024-06-24', 'pagamento pendente', 1841);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4412, 260, 1, '2024-06-24', 'pagamento pendente', 1841);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4413, 346, 3, '2024-08-17', 'recebido', 75);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4413, 103, 3, '2024-08-17', 'recebido', 75);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4413, 191, 1, '2024-08-17', 'recebido', 75);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4414, 463, 2, '2024-04-10', 'recebido', 1126);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4415, 98, 1, '2024-03-07', 'item enviado', 321);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4415, 499, 1, '2024-03-07', 'item enviado', 321);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4415, 152, 3, '2024-03-07', 'item enviado', 321);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4415, 113, 2, '2024-03-07', 'item enviado', 321);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4416, 512, 1, '2024-03-08', 'pagamento pendente', 249);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4416, 202, 1, '2024-03-08', 'pagamento pendente', 249);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4417, 315, 3, '2024-08-04', 'pagamento pendente', 815);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4418, 533, 1, '2024-02-02', 'recebido', 1995);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4418, 359, 1, '2024-02-02', 'recebido', 1995);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4418, 379, 1, '2024-02-02', 'recebido', 1995);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4418, 337, 1, '2024-02-02', 'recebido', 1995);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4419, 158, 2, '2024-08-07', 'recebido', 1195);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4420, 472, 1, '2024-08-29', 'pagamento pendente', 1557);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4421, 341, 1, '2024-05-19', 'item enviado', 1370);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4421, 528, 1, '2024-05-19', 'item enviado', 1370);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4421, 478, 1, '2024-05-19', 'item enviado', 1370);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4422, 89, 1, '2024-08-18', 'pagamento pendente', 839);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4423, 225, 1, '2024-04-14', 'item enviado', 1629);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4423, 188, 1, '2024-04-14', 'item enviado', 1629);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4423, 132, 1, '2024-04-14', 'item enviado', 1629);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4423, 107, 2, '2024-04-14', 'item enviado', 1629);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4423, 392, 2, '2024-04-14', 'item enviado', 1629);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4424, 195, 1, '2024-02-04', 'item enviado', 957);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4425, 523, 1, '2024-02-21', 'recebido', 1933);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4425, 152, 1, '2024-02-21', 'recebido', 1933);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4425, 1, 1, '2024-02-21', 'recebido', 1933);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4425, 340, 1, '2024-02-21', 'recebido', 1933);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4425, 105, 1, '2024-02-21', 'recebido', 1933);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4426, 386, 1, '2024-08-01', 'pago', 1098);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4426, 74, 1, '2024-08-01', 'pago', 1098);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4426, 35, 3, '2024-08-01', 'pago', 1098);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4427, 450, 1, '2024-01-18', 'item enviado', 1028);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4427, 536, 1, '2024-01-18', 'item enviado', 1028);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4427, 48, 2, '2024-01-18', 'item enviado', 1028);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4427, 58, 2, '2024-01-18', 'item enviado', 1028);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4428, 357, 1, '2024-04-24', 'pago', 959);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4428, 173, 2, '2024-04-24', 'pago', 959);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4429, 198, 1, '2024-08-12', 'item enviado', 778);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4430, 470, 1, '2024-05-08', 'recebido', 1798);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4430, 477, 1, '2024-05-08', 'recebido', 1798);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4431, 100, 2, '2024-02-12', 'recebido', 771);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4432, 220, 1, '2024-03-21', 'recebido', 1971);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4432, 356, 1, '2024-03-21', 'recebido', 1971);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4432, 90, 2, '2024-03-21', 'recebido', 1971);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4433, 100, 2, '2024-01-12', 'pagamento pendente', 1353);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4433, 13, 1, '2024-01-12', 'pagamento pendente', 1353);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4433, 398, 3, '2024-01-12', 'pagamento pendente', 1353);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4434, 36, 1, '2024-02-29', 'item enviado', 340);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4435, 505, 1, '2024-04-20', 'item enviado', 20);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4435, 313, 2, '2024-04-20', 'item enviado', 20);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4436, 426, 1, '2024-02-05', 'pago', 183);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4436, 117, 3, '2024-02-05', 'pago', 183);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4436, 271, 2, '2024-02-05', 'pago', 183);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4437, 129, 1, '2024-06-07', 'item enviado', 312);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4437, 214, 1, '2024-06-07', 'item enviado', 312);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4437, 97, 1, '2024-06-07', 'item enviado', 312);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4438, 486, 1, '2024-01-02', 'item enviado', 1150);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4439, 94, 1, '2024-02-08', 'item enviado', 1496);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4440, 265, 1, '2024-02-18', 'pago', 302);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4440, 473, 1, '2024-02-18', 'pago', 302);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4440, 352, 1, '2024-02-18', 'pago', 302);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4441, 263, 2, '2024-02-19', 'item enviado', 1416);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4441, 386, 1, '2024-02-19', 'item enviado', 1416);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4442, 14, 1, '2024-04-09', 'item enviado', 454);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4443, 330, 1, '2024-04-01', 'item enviado', 1441);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4443, 76, 3, '2024-04-01', 'item enviado', 1441);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4444, 348, 1, '2024-04-21', 'pagamento pendente', 185);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4445, 189, 1, '2024-02-24', 'pago', 1962);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4445, 479, 2, '2024-02-24', 'pago', 1962);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4445, 120, 1, '2024-02-24', 'pago', 1962);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4445, 182, 3, '2024-02-24', 'pago', 1962);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4445, 97, 2, '2024-02-24', 'pago', 1962);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4446, 96, 3, '2024-05-10', 'recebido', 173);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4447, 229, 1, '2024-02-23', 'pagamento pendente', 1926);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4448, 201, 2, '2024-01-28', 'pago', 634);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4448, 413, 1, '2024-01-28', 'pago', 634);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4449, 320, 1, '2024-04-08', 'pagamento pendente', 353);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4449, 251, 2, '2024-04-08', 'pagamento pendente', 353);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4449, 139, 1, '2024-04-08', 'pagamento pendente', 353);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4449, 307, 1, '2024-04-08', 'pagamento pendente', 353);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4450, 290, 1, '2024-02-21', 'pago', 680);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4450, 7, 3, '2024-02-21', 'pago', 680);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4450, 368, 1, '2024-02-21', 'pago', 680);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (4451, 522, 2, '2024-06-23', 'item enviado', 33);
