INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (0, 'anel feito de ouro com diamante de tamanho A', 3541, '279');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (420, 'pulseira feito de aco inox sem adorno de tamanho D', 185, '230');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (421, 'pulseira feito de aco inox sem adorno de tamanho E', 140, '281');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (422, 'relogico feito de ouro com diamante de tamanho B', 3474, '419');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (423, 'relogico feito de ouro com diamante de tamanho C', 3369, '318');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (424, 'relogico feito de ouro com diamante de tamanho E', 3249, '461');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (425, 'relogico feito de ouro com rubi de tamanho A', 3004, '343');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (426, 'relogico feito de ouro com rubi de tamanho B', 2869, '281');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (427, 'relogico feito de ouro com rubi de tamanho C', 2764, '196');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (428, 'relogico feito de ouro com rubi de tamanho D', 2689, '113');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (429, 'relogico feito de ouro com safira de tamanho A', 2509, '297');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (430, 'relogico feito de ouro com safira de tamanho B', 2374, '147');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (431, 'relogico feito de ouro com safira de tamanho C', 2269, '377');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (432, 'relogico feito de ouro com safira de tamanho D', 2194, '196');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (433, 'relogico feito de ouro com safira de tamanho E', 2149, '490');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (434, 'relogico feito de ouro com perola de tamanho B', 1989, '406');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (435, 'relogico feito de ouro com perola de tamanho C', 1884, '263');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (436, 'relogico feito de ouro com perola de tamanho D', 1809, '230');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (437, 'relogico feito de ouro com perola de tamanho E', 1764, '478');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (438, 'relogico feito de ouro com esmeralda de tamanho A', 1849, '366');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (439, 'relogico feito de ouro com esmeralda de tamanho B', 1714, '368');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (440, 'relogico feito de ouro com esmeralda de tamanho D', 1534, '470');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (441, 'relogico feito de ouro com esmeralda de tamanho E', 1489, '472');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (442, 'relogico feito de ouro sem adorno de tamanho B', 1549, '414');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (443, 'relogico feito de ouro sem adorno de tamanho C', 1444, '123');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (444, 'relogico feito de ouro sem adorno de tamanho D', 1369, '401');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (445, 'relogico feito de ouro sem adorno de tamanho E', 1324, '126');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (446, 'relogico feito de prata com diamante de tamanho A', 3249, '338');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (447, 'relogico feito de prata com diamante de tamanho B', 3114, '114');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (448, 'relogico feito de prata com diamante de tamanho C', 3009, '214');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (449, 'relogico feito de prata com diamante de tamanho D', 2934, '193');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (450, 'relogico feito de prata com diamante de tamanho E', 2889, '437');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (451, 'relogico feito de prata com rubi de tamanho A', 2644, '276');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (452, 'relogico feito de prata com rubi de tamanho B', 2509, '206');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (453, 'relogico feito de prata com rubi de tamanho C', 2404, '349');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (454, 'relogico feito de prata com rubi de tamanho D', 2329, '257');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (455, 'relogico feito de prata com rubi de tamanho E', 2284, '378');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (456, 'relogico feito de prata com safira de tamanho A', 2149, '419');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (457, 'relogico feito de prata com safira de tamanho B', 2014, '355');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (458, 'relogico feito de prata com safira de tamanho C', 1909, '478');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (459, 'relogico feito de prata com safira de tamanho E', 1789, '290');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (460, 'relogico feito de prata com perola de tamanho A', 1764, '301');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (461, 'relogico feito de prata com perola de tamanho B', 1629, '440');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (462, 'relogico feito de prata com perola de tamanho C', 1524, '225');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (463, 'relogico feito de prata com perola de tamanho E', 1404, '142');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (464, 'relogico feito de prata com esmeralda de tamanho A', 1489, '221');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (465, 'relogico feito de prata com esmeralda de tamanho B', 1354, '285');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (466, 'relogico feito de prata com esmeralda de tamanho C', 1249, '125');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (467, 'relogico feito de prata com esmeralda de tamanho D', 1174, '313');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (468, 'relogico feito de prata com esmeralda de tamanho E', 1129, '358');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (469, 'relogico feito de prata sem adorno de tamanho B', 1189, '180');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (470, 'relogico feito de prata sem adorno de tamanho D', 1009, '309');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (471, 'relogico feito de prata sem adorno de tamanho E', 964, '226');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (472, 'relogico feito de prata banhado a ouro com diamante de tamanho B', 2834, '373');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (473, 'relogico feito de prata banhado a ouro com diamante de tamanho E', 2609, '132');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (474, 'relogico feito de prata banhado a ouro com rubi de tamanho A', 2364, '370');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (475, 'relogico feito de prata banhado a ouro com rubi de tamanho B', 2229, '318');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (476, 'relogico feito de prata banhado a ouro com rubi de tamanho C', 2124, '320');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (477, 'relogico feito de prata banhado a ouro com rubi de tamanho D', 2049, '191');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (478, 'relogico feito de prata banhado a ouro com rubi de tamanho E', 2004, '419');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (479, 'relogico feito de prata banhado a ouro com safira de tamanho B', 1734, '126');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (480, 'relogico feito de prata banhado a ouro com safira de tamanho C', 1629, '296');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (481, 'relogico feito de prata banhado a ouro com safira de tamanho D', 1554, '194');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (482, 'relogico feito de prata banhado a ouro com safira de tamanho E', 1509, '402');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (483, 'relogico feito de prata banhado a ouro com perola de tamanho A', 1484, '155');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (484, 'relogico feito de prata banhado a ouro com perola de tamanho B', 1349, '367');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (485, 'relogico feito de prata banhado a ouro com perola de tamanho C', 1244, '411');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (486, 'relogico feito de prata banhado a ouro com perola de tamanho D', 1169, '166');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (487, 'relogico feito de prata banhado a ouro com esmeralda de tamanho B', 1074, '146');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (488, 'relogico feito de prata banhado a ouro com esmeralda de tamanho C', 969, '435');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (489, 'relogico feito de prata banhado a ouro com esmeralda de tamanho E', 849, '279');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (490, 'relogico feito de prata banhado a ouro sem adorno de tamanho A', 1044, '379');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (491, 'relogico feito de prata banhado a ouro sem adorno de tamanho B', 909, '141');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (492, 'relogico feito de prata banhado a ouro sem adorno de tamanho C', 804, '141');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (493, 'relogico feito de prata banhado a ouro sem adorno de tamanho D', 729, '202');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (494, 'relogico feito de prata banhado a ouro sem adorno de tamanho E', 684, '250');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (495, 'relogico feito de aco inox banhado a prata com diamante de tamanho A', 2769, '367');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (496, 'relogico feito de aco inox banhado a prata com diamante de tamanho B', 2634, '500');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (497, 'relogico feito de aco inox banhado a prata com rubi de tamanho D', 1849, '461');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (498, 'relogico feito de aco inox banhado a prata com rubi de tamanho E', 1804, '418');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (499, 'relogico feito de aco inox banhado a prata com safira de tamanho A', 1669, '480');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (500, 'relogico feito de aco inox banhado a prata com safira de tamanho C', 1429, '361');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (501, 'relogico feito de aco inox banhado a prata com safira de tamanho D', 1354, '234');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (502, 'relogico feito de aco inox banhado a prata com perola de tamanho B', 1149, '352');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (503, 'relogico feito de aco inox banhado a prata com perola de tamanho E', 924, '332');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (504, 'relogico feito de aco inox banhado a prata com esmeralda de tamanho A', 1009, '425');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (505, 'relogico feito de aco inox banhado a prata com esmeralda de tamanho B', 874, '223');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (506, 'relogico feito de aco inox banhado a prata com esmeralda de tamanho C', 769, '204');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (507, 'relogico feito de aco inox banhado a prata com esmeralda de tamanho D', 694, '131');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (508, 'relogico feito de aco inox banhado a prata com esmeralda de tamanho E', 649, '366');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (509, 'relogico feito de aco inox banhado a prata sem adorno de tamanho A', 844, '209');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (510, 'relogico feito de aco inox banhado a prata sem adorno de tamanho B', 709, '330');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (511, 'relogico feito de aco inox banhado a prata sem adorno de tamanho C', 604, '168');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (512, 'relogico feito de aco inox banhado a prata sem adorno de tamanho E', 484, '487');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (513, 'relogico feito de aco inox com diamante de tamanho B', 2514, '410');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (514, 'relogico feito de aco inox com diamante de tamanho C', 2409, '472');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (515, 'relogico feito de aco inox com diamante de tamanho D', 2334, '493');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (516, 'relogico feito de aco inox com diamante de tamanho E', 2289, '204');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (517, 'relogico feito de aco inox com rubi de tamanho A', 2044, '276');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (518, 'relogico feito de aco inox com rubi de tamanho C', 1804, '338');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (519, 'relogico feito de aco inox com rubi de tamanho D', 1729, '258');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (520, 'relogico feito de aco inox com safira de tamanho A', 1549, '169');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (521, 'relogico feito de aco inox com safira de tamanho C', 1309, '490');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (522, 'relogico feito de aco inox com safira de tamanho D', 1234, '382');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (523, 'relogico feito de aco inox com safira de tamanho E', 1189, '399');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (524, 'relogico feito de aco inox com perola de tamanho A', 1164, '167');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (525, 'relogico feito de aco inox com perola de tamanho B', 1029, '228');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (526, 'relogico feito de aco inox com perola de tamanho C', 924, '479');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (527, 'relogico feito de aco inox com perola de tamanho D', 849, '240');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (528, 'relogico feito de aco inox com perola de tamanho E', 804, '434');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (529, 'relogico feito de aco inox com esmeralda de tamanho A', 889, '373');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (530, 'relogico feito de aco inox com esmeralda de tamanho B', 754, '262');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (531, 'relogico feito de aco inox com esmeralda de tamanho C', 649, '379');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (532, 'relogico feito de aco inox com esmeralda de tamanho D', 574, '446');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (533, 'relogico feito de aco inox sem adorno de tamanho A', 724, '438');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (534, 'relogico feito de aco inox sem adorno de tamanho B', 589, '439');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (535, 'relogico feito de aco inox sem adorno de tamanho C', 484, '131');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (536, 'relogico feito de aco inox sem adorno de tamanho D', 409, '280');
